id,word_key,book_key,dict_key,pos,usage,timestamp,lang,tag
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AegHAAAQAAAA:36316:5,窓際,世界から猫が消えたなら,B00A8QWAC2,AegHAAAQAAAA:36316,その姿を見たら、なぜだか急に、窓際で寂しそうに座っているツタヤの姿を思い出してしまった。 　,"June 09, 2021 11:43:28 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:Af8HAAADAAAA:37125:7,しばらく,世界から猫が消えたなら,B00A8QWAC2,Af8HAAADAAAA:37125,いくつかフィルムもあるけれど……」 　僕はしばらく考え込み、そしてある結論を出した。,"June 10, 2021 12:43:54 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AfcHAAAfAAAA:36860:5,失う,世界から猫が消えたなら,B00A8QWAC2,AfcHAAAfAAAA:36860,そして言葉を失った。 　,"June 10, 2021 12:41:30 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQcIAAASAAAA:37362:6,かつて,世界から猫が消えたなら,B00A8QWAC2,AQcIAAASAAAA:37362,そして空白のスクリーンを見ながら、かつて見た一枚の写真を思い出していた。 　,"June 10, 2021 03:57:38 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAA2AAAA:233:5,廊下,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAA2AAAA:233,ときどきどこかの教室のとびらのあけしめされる音がだれもいない廊下にうつろにひびく。,"June 10, 2021 08:28:12 PM",ja,"['時をかける少女_(角川文庫)', 'ja']"
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcUDAAAJAAAA:1074:5,満足,時をかける少女 (角川文庫),B00A8QWAC2,AcUDAAAJAAAA:1074,実験室といっても満足に理科の実験ができるようなスペースはほとんどない。,"June 10, 2021 08:31:14 PM",ja,"['時をかける少女_(角川文庫)', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQgIAAB9AAAA:37506:5,写真,世界から猫が消えたなら,B00A8QWAC2,AQgIAAB9AAAA:37506,二時間分すべてのシーンの光を吸収したスクリーンは真っ白い長方形として写真に記録される。 　,"June 10, 2021 09:43:36 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVcIAAARAAAA:41278:7,申し出る,世界から猫が消えたなら,B00A8QWAC2,AVcIAAARAAAA:41278,もう僕は何も考えたくなくて、その申し出を受けた。 　,"June 11, 2021 09:37:06 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVUIAAAcAAAA:41144:5,心底,世界から猫が消えたなら,B00A8QWAC2,AVUIAAAcAAAA:41144,いま僕は映画を失うことが心底悲しく、心底切ないのだ。,"June 11, 2021 09:35:14 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVEIAAAzAAAA:40825:7,それでも,世界から猫が消えたなら,B00A8QWAC2,AVEIAAAzAAAA:40825,それでもジェルソミーナは献身的にザンパノに尽くすのだが、ザンパノは体が弱ってしまったジェルソミーナを捨ててしまう。 　,"June 11, 2021 09:22:16 PM",ja,"['世界から猫が消えたなら', 'ja']"
